id,age, gender, education_level, job_title, years_of_experience, salary
6339,41,Male,Masters Degree,Director of Marketing,12,120000
6340,26,Female,High School,Financial Manager,3,45000
6341,32,Male,Bachelors Degree,Sales Director,7,90000
6342,27,Female,PhD,Marketing Manager,4,55000
6343,43,Male,Masters Degree,Content Marketing Manager,16,160000
6344,28,Female,Bachelors Degree,Sales Representative,2,40000
6345,47,Male,PhD,Senior Product Marketing Manager,17,170000
6346,31,Female,High School,Junior Sales Representative,3,40000
6347,38,Male,Masters Degree,Director of Marketing,9,95000
6348,25,Female,High School,Sales Associate,1,35000
6349,39,Male,Bachelors Degree,Sales Manager,11,110000
6350,33,Female,PhD,Financial Manager,6,75000
6351,27,Male,Masters Degree,Digital Marketing Manager,3,50000
6352,43,Female,Bachelors Degree,Marketing Manager,12,120000
6353,28,Male,High School,Sales Executive,2,40000
6354,50,Female,Masters Degree,Content Marketing Manager,15,150000
6355,36,Male,Bachelors Degree,Sales Representative,5,70000
6356,48,Female,PhD,Senior Product Marketing Manager,19,190000
6357,31,Male,High School,Junior Sales Representative,3,40000
6358,29,Female,Bachelors Degree,Sales Director,6,75000
6359,45,Male,Masters Degree,Director of Marketing,14,140000
6360,25,Female,High School,Sales Associate,1,35000
6361,41,Male,Bachelors Degree,Financial Manager,12,120000
6362,35,Female,PhD,Marketing Manager,8,80000
6363,23,Male,Bachelors Degree,Sales Executive,1,35000
6364,42,Female,Masters Degree,Sales Manager,13,130000
6365,26,Male,High School,Digital Marketing Manager,2,40000
6366,32,Female,Bachelors Degree,Content Marketing Manager,7,90000
6367,27,Male,PhD,Sales Representative,4,55000
6368,50,Female,Masters Degree,Senior Product Marketing Manager,18,180000
6369,36,Male,Bachelors Degree,Junior Sales Representative,3,45000
6370,48,Female,PhD,Director of Marketing,19,190000
6371,31,Male,High School,Sales Associate,3,50000
6372,29,Female,Bachelors Degree,Financial Manager,4,55000
6373,45,Male,Masters Degree,Marketing Manager,13,130000
6374,25,Female,High School,Sales Executive,1,35000
6375,41,Male,Bachelors Degree,Content Marketing Manager,12,120000
6376,35,Female,PhD,Senior Product Marketing Manager,9,95000
6377,23,Male,Bachelors Degree,Sales Representative,1,35000
6378,42,Female,Masters Degree,Digital Marketing Manager,14,140000
6379,26,Male,High School,Sales Manager,2,40000
6380,32,Female,Bachelors Degree,Director of Marketing,8,80000
6381,27,Male,PhD,Marketing Manager,4,55000
6382,50,Female,Masters Degree,Content Marketing Manager,19,190000
6383,36,Male,Bachelors Degree,Sales Director,6,75000
6384,48,Female,PhD,Senior Product Marketing Manager,17,170000
6385,31,Male,High School,Sales Associate,3,50000
6386,29,Female,Bachelors Degree,Financial Manager,4,55000
6387,45,Male,Masters Degree,Marketing Manager,13,130000
6388,25,Female,High School,Sales Executive,1,35000
6389,41,Male,Bachelors Degree,Content Marketing Manager,12,120000
6390,35,Female,PhD,Senior Product Marketing Manager,9,95000
6391,23,Male,Bachelors Degree,Sales Representative,1,35000
6392,42,Female,Masters Degree,Digital Marketing Manager,14,140000
6393,26,Male,High School,Sales Manager,2,40000
6394,32,Female,Bachelors Degree,Director of Marketing,8,80000
6395,27,Male,PhD,Marketing Manager,4,55000
6396,50,Female,Masters Degree,Content Marketing Manager,19,190000
6397,36,Male,Bachelors Degree,Sales Director,6,75000
6398,48,Female,PhD,Senior Product Marketing Manager,17,170000
6399,31,Male,High School,Sales Associate,3,50000
6400,29,Female,Bachelors Degree,Financial Manager,4,55000
6401,45,Male,Masters Degree,Marketing Manager,13,130000
6402,25,Female,High School,Sales Executive,1,35000
6403,41,Male,Bachelors Degree,Content Marketing Manager,12,120000
6404,35,Female,PhD,Senior Product Marketing Manager,9,95000
6405,23,Male,Bachelors Degree,Sales Representative,1,35000
6406,42,Female,Masters Degree,Digital Marketing Manager,14,140000
6407,26,Male,High School,Sales Manager,2,40000
6408,32,Female,Bachelors Degree,Director of Marketing,8,80000
6409,27,Male,PhD,Marketing Manager,4,55000
6410,50,Female,Masters Degree,Content Marketing Manager,19,190000
6411,36,Male,Bachelors Degree,Sales Director,6,75000
6412,48,Female,PhD,Senior Product Marketing Manager,17,170000
6413,31,Male,High School,Sales Associate,3,50000
6414,29,Female,Bachelors Degree,Financial Manager,4,55000
6415,45,Male,Masters Degree,Marketing Manager,13,130000
6416,25,Female,High School,Sales Executive,1,35000
6417,41,Male,Bachelors Degree,Content Marketing Manager,12,120000
6418,35,Female,PhD,Senior Product Marketing Manager,9,95000
6419,23,Male,Bachelors Degree,Sales Representative,1,35000
6420,42,Female,Masters Degree,Digital Marketing Manager,14,140000
6421,26,Male,High School,Sales Manager,2,40000
6422,32,Female,Bachelors Degree,Director of Marketing,8,80000
6423,27,Male,PhD,Marketing Manager,4,55000
6424,50,Female,Masters Degree,Content Marketing Manager,19,190000
6425,36,Male,Bachelors Degree,Sales Director,6,75000
6426,48,Female,PhD,Senior Product Marketing Manager,17,170000
6427,31,Male,High School,Sales Associate,3,50000
6428,29,Female,Bachelors Degree,Financial Manager,4,55000
6429,45,Male,Masters Degree,Marketing Manager,13,130000
6430,25,Female,High School,Sales Executive,1,35000
6431,41,Male,Bachelors Degree,Content Marketing Manager,12,120000
6432,35,Female,PhD,Senior Product Marketing Manager,9,95000
6433,23,Male,Bachelors Degree,Sales Representative,1,35000
6434,42,Female,Masters Degree,Digital Marketing Manager,14,140000
6435,26,Male,High School,Sales Manager,2,40000
6436,32,Female,Bachelors Degree,Director of Marketing,8,80000
6437,27,Male,PhD,Marketing Manager,4,55000
6438,50,Female,Masters Degree,Content Marketing Manager,19,190000
6439,36,Male,Bachelors Degree,Sales Director,6,75000
6440,48,Female,PhD,Senior Product Marketing Manager,17,170000
6441,31,Male,High School,Sales Associate,3,50000
6442,29,Female,Bachelors Degree,Financial Manager,4,55000
6443,45,Male,Masters Degree,Marketing Manager,13,130000
6444,25,Female,High School,Sales Executive,1,35000
6445,41,Male,Bachelors Degree,Content Marketing Manager,12,120000
6446,35,Female,PhD,Senior Product Marketing Manager,9,95000
6447,23,Male,Bachelors Degree,Sales Representative,1,35000
6448,42,Female,Masters Degree,Digital Marketing Manager,14,140000
6449,26,Male,High School,Sales Manager,2,40000
6450,32,Female,Bachelors Degree,Director of Marketing,8,80000
6451,27,Male,PhD,Marketing Manager,4,55000
6452,50,Female,Masters Degree,Content Marketing Manager,19,190000
6453,36,Male,Bachelors Degree,Sales Director,6,140000
6454,37,Male,Masters Degree,Marketing Manager,11,110000
6455,26,Female,Bachelors Degree,Sales Representative,2,40000
6456,42,Male,PhD,Content Marketing Manager,15,150000
6457,33,Female,High School,Sales Executive,4,55000
6458,29,Male,Bachelors Degree,Sales Manager,5,70000
6459,45,Female,Masters Degree,Director of Marketing,16,160000
6460,24,Male,High School,Sales Associate,1,35000
6461,39,Female,Bachelors Degree,Financial Manager,10,100000
6462,31,Male,PhD,Senior Product Marketing Manager,7,90000
6463,27,Female,Masters Degree,Digital Marketing Manager,3,50000
6464,43,Male,Bachelors Degree,Content Marketing Manager,14,140000
6465,28,Female,High School,Sales Representative,2,40000
6466,50,Male,PhD,Marketing Manager,18,180000
6467,35,Female,Bachelors Degree,Sales Executive,7,90000
6468,23,Male,Bachelors Degree,Sales Manager,1,35000
6469,41,Female,Masters Degree,Director of Marketing,12,120000
6470,26,Male,High School,Financial Manager,3,45000
6471,32,Female,Bachelors Degree,Sales Director,8,80000
6472,27,Male,PhD,Marketing Manager,4,55000
6473,50,Female,Masters Degree,Content Marketing Manager,18,180000
6474,36,Male,Bachelors Degree,Sales Representative,6,75000
6475,48,Female,PhD,Senior Product Marketing Manager,19,190000
6476,31,Male,High School,Junior Sales Representative,3,40000
6477,29,Female,Bachelors Degree,Sales Director,5,70000
6478,45,Male,Masters Degree,Director of Marketing,15,150000
6479,25,Female,High School,Sales Associate,1,35000
6480,41,Male,Bachelors Degree,Financial Manager,12,120000
6481,35,Female,PhD,Marketing Manager,8,80000
6482,23,Male,Bachelors Degree,Sales Executive,1,35000
6483,42,Female,Masters Degree,Sales Manager,13,130000
6484,26,Male,High School,Digital Marketing Manager,2,40000
6485,32,Female,Bachelors Degree,Content Marketing Manager,7,90000
6486,27,Male,PhD,Sales Representative,4,55000
6487,50,Female,Masters Degree,Senior Product Marketing Manager,18,180000
6488,36,Male,Bachelors Degree,Junior Sales Representative,3,45000
6489,48,Female,PhD,Director of Marketing,19,190000
6490,31,Male,High School,Sales Associate,3,50000
6491,29,Female,Bachelors Degree,Financial Manager,4,55000
6492,45,Male,Masters Degree,Marketing Manager,13,130000
6493,25,Female,High School,Sales Executive,1,35000
6494,41,Male,Bachelors Degree,Content Marketing Manager,12,120000
6495,35,Female,PhD,Senior Product Marketing Manager,9,95000
6496,23,Male,Bachelors Degree,Sales Representative,1,35000
6497,42,Female,Masters Degree,Digital Marketing Manager,14,140000
6498,26,Male,High School,Sales Manager,2,40000
6499,32,Female,Bachelors Degree,Director of Marketing,8,80000
6500,27,Male,PhD,Marketing Manager,4,55000
6501,50,Female,Masters Degree,Content Marketing Manager,19,190000
6502,36,Male,Bachelors Degree,Sales Director,6,75000
6503,48,Female,PhD,Senior Product Marketing Manager,17,170000
6504,31,Male,High School,Sales Associate,3,50000
6505,29,Female,Bachelors Degree,Financial Manager,4,55000
6506,45,Male,Masters Degree,Marketing Manager,13,130000
6507,25,Female,High School,Sales Executive,1,35000
6508,41,Male,Bachelors Degree,Content Marketing Manager,12,120000
6509,35,Female,PhD,Senior Product Marketing Manager,9,95000
6510,23,Male,Bachelors Degree,Sales Representative,1,35000
6511,42,Female,Masters Degree,Digital Marketing Manager,14,140000
6512,26,Male,High School,Sales Manager,2,40000
6513,32,Female,Bachelors Degree,Director of Marketing,8,80000
6514,27,Male,PhD,Marketing Manager,4,55000
6515,50,Female,Masters Degree,Content Marketing Manager,19,190000
6516,36,Male,Bachelors Degree,Sales Director,6,75000
6517,48,Female,PhD,Senior Product Marketing Manager,17,170000
6518,31,Male,High School,Sales Associate,3,50000
6519,29,Female,Bachelors Degree,Financial Manager,4,55000
6520,45,Male,Masters Degree,Marketing Manager,13,130000
6521,25,Female,High School,Sales Executive,1,35000
6522,41,Male,Bachelors Degree,Content Marketing Manager,12,120000
6523,35,Female,PhD,Senior Product Marketing Manager,9,95000
6524,23,Male,Bachelors Degree,Sales Representative,1,35000
6525,42,Female,Masters Degree,Digital Marketing Manager,14,140000
6526,26,Male,High School,Sales Manager,2,40000
6527,32,Female,Bachelors Degree,Director of Marketing,8,80000
6528,27,Male,PhD,Marketing Manager,4,55000
6529,50,Female,Masters Degree,Content Marketing Manager,19,190000
6530,36,Male,Bachelors Degree,Sales Director,6,75000
6531,48,Female,PhD,Senior Product Marketing Manager,17,170000
6532,31,Male,High School,Sales Associate,3,50000
6533,29,Female,Bachelors Degree,Financial Manager,4,55000
6534,45,Male,Masters Degree,Marketing Manager,13,130000
6535,25,Female,High School,Sales Executive,1,35000
6536,41,Male,Bachelors Degree,Content Marketing Manager,12,120000
6537,35,Female,PhD,Senior Product Marketing Manager,9,95000
6538,23,Male,Bachelors Degree,Sales Representative,1,35000
6539,42,Female,Masters Degree,Digital Marketing Manager,14,140000
6540,26,Male,High School,Sales Manager,2,40000
6541,32,Female,Bachelors Degree,Director of Marketing,8,80000
6542,27,Male,PhD,Marketing Manager,4,55000
6543,50,Female,Masters Degree,Content Marketing Manager,19,190000
6544,36,Male,Bachelors Degree,Sales Director,6,75000
6545,48,Female,PhD,Senior Product Marketing Manager,17,170000
6546,31,Male,High School,Sales Associate,3,50000
6547,29,Female,Bachelors Degree,Financial Manager,4,55000
6548,45,Male,Masters Degree,Marketing Manager,13,130000
6549,25,Female,High School,Sales Executive,1,35000
6550,41,Male,Bachelors Degree,Content Marketing Manager,12,120000
6551,35,Female,PhD,Senior Product Marketing Manager,9,95000
6552,23,Male,Bachelors Degree,Sales Representative,1,35000
6553,42,Female,Masters Degree,Digital Marketing Manager,14,140000
6554,26,Male,High School,Sales Manager,2,40000
6555,32,Female,Bachelors Degree,Director of Marketing,8,80000
6556,27,Male,PhD,Marketing Manager,4,55000
6557,50,Female,Masters Degree,Content Marketing Manager,19,190000
6558,36,Male,Bachelors Degree,Sales Director,6,75000
6559,48,Female,PhD,Senior Product Marketing Manager,17,170000
6560,31,Male,High School,Sales Associate,3,50000
6561,29,Female,Bachelors Degree,Financial Manager,4,55000
6562,45,Male,Masters Degree,Marketing Manager,13,130000
6563,25,Female,High School,Sales Executive,1,35000
6564,41,Male,Bachelors Degree,Content Marketing Manager,12,120000
6565,35,Female,PhD,Senior Product Marketing Manager,9,95000
6566,23,Male,Bachelors Degree,Sales Representative,1,35000
6567,42,Female,Masters Degree,Digital Marketing Manager,14,140000
6568,26,Male,High School,Sales Manager,2,40000
6569,32,Female,Bachelors Degree,Director of Marketing,8,80000
6570,27,Male,PhD,Marketing Manager,4,55000
6571,50,Female,Masters Degree,Content Marketing Manager,19,190000
6572,36,Male,Bachelors Degree,Sales Director,6,75000
6573,48,Female,PhD,Senior Product Marketing Manager,17,170000
6574,31,Male,High School,Sales Associate,3,50000
6575,29,Female,Bachelors Degree,Financial Manager,4,55000
6576,45,Male,Masters Degree,Marketing Manager,13,130000
6577,25,Female,High School,Sales Executive,1,35000
6578,38,Male,Masters Degree,Marketing Manager,12,120000
6579,27,Female,Bachelors Degree,Sales Representative,3,45000
6580,43,Male,PhD,Content Marketing Manager,16,160000
6581,34,Female,High School,Sales Executive,5,70000
6582,30,Male,Bachelors Degree,Sales Manager,6,75000
6583,46,Female,Masters Degree,Director of Marketing,17,170000
6584,25,Male,High School,Sales Associate,1,35000
6585,40,Female,Bachelors Degree,Financial Manager,11,110000
6586,32,Male,PhD,Senior Product Marketing Manager,8,80000
6587,28,Female,Masters Degree,Digital Marketing Manager,4,55000
6588,44,Male,Bachelors Degree,Content Marketing Manager,15,150000
6589,29,Female,High School,Sales Representative,2,40000
6590,51,Male,PhD,Marketing Manager,19,190000
6591,36,Female,Bachelors Degree,Sales Executive,8,80000
6592,24,Male,Bachelors Degree,Sales Manager,1,35000
6593,42,Female,Masters Degree,Director of Marketing,13,130000
6594,27,Male,High School,Financial Manager,3,45000
6595,33,Female,Bachelors Degree,Sales Director,7,90000
6596,28,Male,PhD,Marketing Manager,4,55000
6597,51,Female,Masters Degree,Content Marketing Manager,19,190000
6598,37,Male,Bachelors Degree,Sales Representative,7,90000
6599,49,Female,PhD,Senior Product Marketing Manager,20,200000
6600,32,Male,High School,Junior Sales Representative,3,40000
6601,30,Female,Bachelors Degree,Sales Director,5,70000
6602,46,Male,Masters Degree,Director of Marketing,16,160000
6603,26,Female,High School,Sales Associate,1,35000
6604,42,Male,Bachelors Degree,Financial Manager,13,130000
6605,36,Female,PhD,Marketing Manager,9,95000
6606,24,Male,Bachelors Degree,Sales Executive,1,35000
6607,43,Female,Masters Degree,Sales Manager,14,140000
6608,27,Male,High School,Digital Marketing Manager,2,40000
6609,33,Female,Bachelors Degree,Content Marketing Manager,7,90000
6610,28,Male,PhD,Sales Representative,4,55000
6611,51,Female,Masters Degree,Senior Product Marketing Manager,19,190000
6612,37,Male,Bachelors Degree,Junior Sales Representative,6,75000
6613,49,Female,PhD,Director of Marketing,20,200000
6614,32,Male,High School,Sales Associate,3,50000
6615,30,Female,Bachelors Degree,Financial Manager,4,55000
6616,46,Male,Masters Degree,Marketing Manager,14,140000
6617,26,Female,High School,Sales Executive,1,35000
6618,42,Male,Bachelors Degree,Content Marketing Manager,13,130000
6619,36,Female,PhD,Senior Product Marketing Manager,10,100000
6620,24,Male,Bachelors Degree,Sales Representative,1,35000
6621,43,Female,Masters Degree,Digital Marketing Manager,15,150000
6622,27,Male,High School,Sales Manager,2,40000
6623,33,Female,Bachelors Degree,Director of Marketing,8,80000
6624,28,Male,PhD,Marketing Manager,4,55000
6625,51,Female,Masters Degree,Content Marketing Manager,19,190000
6626,37,Male,Bachelors Degree,Sales Director,7,90000
6627,49,Female,PhD,Senior Product Marketing Manager,20,200000
6628,32,Male,High School,Junior Sales Representative,3,40000
6629,30,Female,Bachelors Degree,Sales Manager,5,70000
6630,46,Male,Masters Degree,Director of Marketing,16,160000
