id,age, gender, education_level,role_name, years_of_experience, basic_salary,currency
5330,28,Male,Bachelors,Software Engineer,3,85000,gbp
5331,36,Female,Masters,Marketing Director,11,160000,gbp
5332,25,Male,Bachelors,Financial Analyst,1,55000,gbp
5333,29,Female,PhD,Data Scientist,5,100000,gbp
5334,33,Male,Bachelors,Project Manager,8,120000,gbp
5335,27,Female,Bachelors,Graphic Designer,2,50000,gbp
5336,43,Male,Masters,Senior Software Engineer,19,185000,gbp
5337,30,Female,Bachelors,Digital Marketing Specialist,4,65000,gbp
5338,34,Male,Bachelors,Marketing Manager,9,130000,gbp
5339,25,Female,High School,Sales Associate,0,25000,gbp
5340,31,Male,Masters,Financial Analyst,6,100000,gbp
5341,27,Female,Bachelors,Social Media Manager,3,55000,gbp
5342,33,Male,PhD,Research Scientist,10,150000,gbp
5343,23,Female,High School,Receptionist,0,25000,gbp
5344,38,Male,Bachelors,Product Manager,13,160000,gbp
5345,39,Female,Masters,Marketing Manager,14,170000,gbp
5346,26,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5347,30,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5348,28,Male,Bachelors,Product Designer,3,60000,gbp
5349,35,Female,PhD,Research Director,11,160000,gbp
5350,27,Male,Bachelors,Marketing Analyst,2,50000,gbp
5351,32,Female,Masters,Financial Manager,8,120000,gbp
5352,26,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5353,30,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5354,28,Male,Bachelors,Product Designer,3,60000,gbp
5355,35,Female,PhD,Research Director,11,160000,gbp
5356,27,Male,Bachelors,Marketing Analyst,2,50000,gbp
5357,32,Female,Masters,Financial Manager,8,120000,gbp
5358,28,Male,Bachelors,Software Engineer,3,85000,gbp
5359,36,Female,Masters,Marketing Director,11,160000,gbp
5360,25,Male,Bachelors,Financial Analyst,1,55000,gbp
5361,29,Female,PhD,Data Scientist,5,100000,gbp
5362,33,Male,Bachelors,Project Manager,8,120000,gbp
5363,27,Female,Bachelors,Graphic Designer,2,50000,gbp
5364,43,Male,Masters,Senior Software Engineer,19,185000,gbp
5365,30,Female,Bachelors,Digital Marketing Specialist,4,65000,gbp
5366,34,Male,Bachelors,Marketing Manager,9,130000,gbp
5367,25,Female,High School,Sales Associate,0,25000,gbp
5368,31,Male,Masters,Financial Analyst,6,100000,gbp
5369,27,Female,Bachelors,Social Media Manager,3,55000,gbp
5370,33,Male,PhD,Research Scientist,10,150000,gbp
5371,27,Male,Bachelors,Software Engineer,3,85000,gbp
5372,35,Female,Masters,Marketing Director,11,160000,gbp
5373,24,Male,Bachelors,Financial Analyst,1,55000,gbp
5374,28,Female,PhD,Data Scientist,5,100000,gbp
5375,32,Male,Bachelors,Project Manager,8,120000,gbp
5376,26,Female,Bachelors,Graphic Designer,2,50000,gbp
5377,41,Male,Masters,Senior Software Engineer,19,185000,gbp
5378,29,Female,Bachelors,Digital Marketing Specialist,4,65000,gbp
5379,33,Male,Bachelors,Marketing Manager,9,130000,gbp
5380,24,Female,High School,Sales Associate,0,25000,gbp
5381,30,Male,Masters,Financial Analyst,6,100000,gbp
5382,26,Female,Bachelors,Social Media Manager,3,55000,gbp
5383,32,Male,PhD,Research Scientist,10,150000,gbp
5384,22,Female,High School,Receptionist,0,25000,gbp
5385,37,Male,Bachelors,Product Manager,13,160000,gbp
5386,38,Female,Masters,Marketing Manager,14,170000,gbp
5387,27,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5388,31,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5389,29,Male,Bachelors,Product Designer,3,60000,gbp
5390,34,Female,PhD,Research Director,11,160000,gbp
5391,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5392,31,Female,Masters,Financial Manager,8,120000,gbp
5393,27,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5394,31,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5395,29,Male,Bachelors,Product Designer,3,60000,gbp
5396,34,Female,PhD,Research Director,11,160000,gbp
5397,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5398,31,Female,Masters,Financial Manager,8,120000,gbp
5399,27,Male,Bachelors,Software Engineer,3,85000,gbp
5400,35,Female,Masters,Marketing Director,11,160000,gbp
5401,24,Male,Bachelors,Financial Analyst,1,55000,gbp
5402,28,Female,PhD,Data Scientist,5,100000,gbp
5403,32,Male,Bachelors,Project Manager,8,120000,gbp
5404,26,Female,Bachelors,Graphic Designer,2,50000,gbp
5405,41,Male,Masters,Senior Software Engineer,19,185000,gbp
5406,29,Female,Bachelors,Digital Marketing Specialist,4,65000,gbp
5407,33,Male,Bachelors,Marketing Manager,9,130000,gbp
5408,24,Female,High School,Sales Associate,0,25000,gbp
5409,30,Male,Masters,Financial Analyst,6,100000,gbp
5410,26,Female,Bachelors,Social Media Manager,3,55000,gbp
5411,32,Male,PhD,Research Scientist,10,150000,gbp
5412,22,Female,High School,Receptionist,0,25000,gbp
5413,37,Male,Bachelors,Product Manager,13,160000,gbp
5414,38,Female,Masters,Marketing Manager,14,170000,gbp
5415,27,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5416,31,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5417,29,Male,Bachelors,Product Designer,3,60000,gbp
5418,34,Female,PhD,Research Director,11,160000,gbp
5419,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5420,31,Female,Masters,Financial Manager,8,120000,gbp
5421,27,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5422,31,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5423,29,Male,Bachelors,Product Designer,3,60000,gbp
5424,34,Female,PhD,Research Director,11,160000,gbp
5425,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5426,31,Female,Masters,Financial Manager,8,120000,gbp
5427,27,Male,Bachelors,Software Engineer,3,85000,gbp
5428,35,Female,Masters,Marketing Director,11,160000,gbp
5429,24,Male,Bachelors,Financial Analyst,1,55000,gbp
5430,28,Female,PhD,Data Scientist,5,100000,gbp
5431,32,Male,Bachelors,Project Manager,8,120000,gbp
5432,26,Female,Bachelors,Graphic Designer,2,50000,gbp
5433,41,Male,Masters,Senior Software Engineer,19,185000,gbp
5434,29,Female,Bachelors,Digital Marketing Specialist,4,65000,gbp
5435,33,Male,Bachelors,Marketing Manager,9,130000,gbp
5436,24,Female,High School,Sales Associate,0,25000,gbp
5437,30,Male,Masters,Financial Analyst,6,100000,gbp
5438,26,Female,Bachelors,Social Media Manager,3,55000,gbp
5439,32,Male,PhD,Research Scientist,10,150000,gbp
5440,22,Female,High School,Receptionist,0,25000,gbp
5441,37,Male,Bachelors,Product Manager,13,160000,gbp
5442,38,Female,Masters,Marketing Manager,14,170000,gbp
5443,27,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5444,31,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5445,29,Male,Bachelors,Product Designer,3,60000,gbp
5446,34,Female,PhD,Research Director,11,160000,gbp
5447,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5448,31,Female,Masters,Financial Manager,8,120000,gbp
5449,27,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5450,31,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5451,29,Male,Bachelors,Product Designer,3,60000,gbp
5452,34,Female,PhD,Research Director,11,160000,gbp
5453,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5454,31,Female,Masters,Financial Manager,8,120000,gbp
5455,27,Male,Bachelors,Software Engineer,3,85000,gbp
5456,35,Female,Masters,Marketing Director,11,160000,gbp
5457,24,Male,Bachelors,Financial Analyst,1,55000,gbp
5458,28,Female,PhD,Data Scientist,5,100000,gbp
5459,32,Male,Bachelors,Project Manager,8,120000,gbp
5460,26,Female,Bachelors,Graphic Designer,2,50000,gbp
5461,41,Male,Masters,Senior Software Engineer,19,185000,gbp
5462,29,Female,Bachelors,Digital Marketing Specialist,4,65000,gbp
5463,33,Male,Bachelors,Marketing Manager,9,130000,gbp
5464,24,Female,High School,Sales Associate,0,25000,gbp
5465,30,Male,Masters,Financial Analyst,6,100000,gbp
5466,26,Female,Bachelors,Social Media Manager,3,55000,gbp
5467,32,Male,PhD,Research Scientist,10,150000,gbp
5468,22,Female,High School,Receptionist,0,25000,gbp
5469,37,Male,Bachelors,Product Manager,13,160000,gbp
5470,38,Female,Masters,Marketing Manager,14,170000,gbp
5471,27,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5472,31,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5473,29,Male,Bachelors,Product Designer,3,60000,gbp
5474,34,Female,PhD,Research Director,11,160000,gbp
5475,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5476,31,Female,Masters,Financial Manager,8,120000,gbp
5477,27,Male,Bachelors,Junior Software Engineer,1,55000,gbp
5478,31,Female,Bachelors,Marketing Coordinator,4,65000,gbp
5479,29,Male,Bachelors,Product Designer,3,60000,gbp
5480,34,Female,PhD,Research Director,11,160000,gbp
5481,26,Male,Bachelors,Marketing Analyst,2,50000,gbp
5482,31,Female,Masters,Financial Manager,8,120000,gbp
5483,27,Male,Bachelors,Software Engineer,3,85000,gbp
5484,35,Female,Masters,Marketing Director,11,160000,gbp
5485,24,Male,Bachelors,Financial Analyst,1,55000,gbp
5486,28,Female,PhD,Data Scientist,5,100000,gbp
5487,32,Male,Bachelors,Project Manager,8,120000,gbp
5488,26,Female,Bachelors,Graphic Designer,2,50000,gbp
5489,41,Male,Masters,Senior Software Engineer,19,185000,gbp
5490,29,Female,Bachelors,Digital Marketing Specialist,4,65000,gbp
5491,33,Male,Bachelors,Marketing Manager,9,130000,gbp
5492,24,Female,High School,Sales Associate,0,25000,gbp
5493,30,Male,Masters,Financial Analyst,6,100000,gbp
5494,26,Female,Bachelors,Social Media Man,7,100000,gbp
5495,31,Male,Bachelors,Software Engineer,7,120000,gbp
5496,26,Female,Bachelors,Graphic Designer,2,50000,gbp
5497,33,Male,Masters,Marketing Manager,9,130000,gbp
5498,29,Female,High School,Customer Service Representative,3,35000,gbp
5499,36,Male,PhD,Research Scientist,13,160000,gbp
5500,27,Female,Bachelors,Marketing Coordinator,2,50000,gbp
5501,31,Male,Bachelors,Project Manager,6,100000,gbp
5502,28,Female,Masters,Financial Analyst,4,80000,gbp
5503,25,Male,Bachelors,Software Engineer,1,60000,gbp
5504,30,Female,Bachelors,Sales Manager,5,90000,gbp
5505,34,Male,PhD,Research Director,11,170000,gbp
5506,28,Female,Bachelors,Marketing Analyst,3,60000,gbp
5507,32,Male,Bachelors,Product Manager,7,120000,gbp
5508,24,Female,High School,Receptionist,0,25000,gbp
5509,37,Male,Masters,Marketing Director,14,180000,gbp
5510,39,Female,Bachelors,Financial Manager,16,200000,gbp
5511,26,Male,Bachelors,Product Designer,2,50000,gbp
5512,31,Female,PhD,Data Scientist,8,140000,gbp
5513,29,Male,Bachelors,Marketing Analyst,4,70000,gbp
5514,33,Female,Masters,Marketing Manager,9,130000,gbp
5515,27,Male,Bachelors,Software Engineer,3,80000,gbp
5516,36,Female,PhD,Research Scientist,12,160000,gbp
5517,25,Male,Bachelors,Product Manager,1,55000,gbp
5518,30,Female,Bachelors,Marketing Coordinator,5,85000,gbp
5519,34,Male,PhD,Research Director,11,170000,gbp
5520,28,Female,Bachelors,Marketing Analyst,3,60000,gbp
5521,32,Male,Bachelors,Product Manager,7,120000,gbp
5522,24,Female,High School,Receptionist,0,25000,gbp
5523,37,Male,Masters,Marketing Director,14,180000,gbp
5524,39,Female,Bachelors,Financial Manager,16,200000,gbp
5525,26,Male,Bachelors,Product Designer,2,50000,gbp
5526,31,Female,PhD,Data Scientist,8,140000,gbp
5527,29,Male,Bachelors,Marketing Analyst,4,70000,gbp
5528,33,Female,Masters,Marketing Manager,9,130000,gbp
5529,27,Male,Bachelors,Software Engineer,3,80000,gbp
5530,36,Female,PhD,Research Scientist,12,160000,gbp
5531,25,Male,Bachelors,Product Manager,1,55000,gbp
5532,30,Female,Bachelors,Marketing Coordinator,5,85000,gbp
5533,34,Male,PhD,Research Director,11,170000,gbp
5534,28,Female,Bachelors,Marketing Analyst,3,60000,gbp
5535,32,Male,Bachelors,Product Manager,7,120000,gbp
5536,24,Female,High School,Receptionist,0,25000,gbp
5537,37,Male,Masters,Marketing Director,14,180000,gbp
5538,39,Female,Bachelors,Financial Manager,16,200000,gbp
5539,26,Male,Bachelors,Product Designer,2,50000,gbp
5540,31,Female,PhD,Data Scientist,8,140000,gbp
5541,29,Male,Bachelors,Marketing Analyst,4,70000,gbp
5542,33,Female,Masters,Marketing Manager,9,130000,gbp
5543,27,Male,Bachelors,Software Engineer,3,80000,gbp
5544,36,Female,PhD,Research Scientist,12,160000,gbp
5545,25,Male,Bachelors,Product Manager,1,55000,gbp
5546,30,Female,Bachelors,Marketing Coordinator,5,85000,gbp
5547,34,Male,PhD,Research Director,11,170000,gbp
5548,28,Female,Bachelors,Marketing Analyst,3,60000,gbp
5549,32,Male,Bachelors,Product Manager,7,120000,gbp
5550,24,Female,High School,Receptionist,0,25000,gbp
5551,37,Male,Masters,Marketing Director,14,180000,gbp
5552,39,Female,Bachelors,Financial Manager,16,200000,gbp
5553,26,Male,Bachelors,Product Designer,2,50000,gbp
5554,31,Female,PhD,Data Scientist,8,140000,gbp
5555,29,Male,Bachelors,Marketing Analyst,4,70000,gbp
5556,33,Female,Masters,Marketing Manager,9,130000,gbp
5557,27,Male,Bachelors,Software Engineer,3,80000,gbp
5558,36,Female,PhD,Research Scientist,12,160000,gbp
5559,25,Male,Bachelors,Product Manager,1,55000,gbp
5560,30,Female,Bachelors,Marketing Coordinator,5,85000,gbp
5561,34,Male,PhD,Research Director,11,170000,gbp
5562,28,Female,Bachelors,Marketing Analyst,3,60000,gbp
5563,32,Male,Bachelors,Product Manager,7,120000,gbp
5564,24,Female,High School,Receptionist,0,25000,gbp
5565,37,Male,Masters,Marketing Director,14,180000,gbp
5566,39,Female,Bachelors,Financial Manager,16,200000,gbp
5567,26,Male,Bachelors,Product Designer,2,50000,gbp
5568,31,Female,PhD,Data Scientist,8,140000,gbp
5569,29,Male,Bachelors,Marketing Analyst,4,70000,gbp
5570,33,Female,Masters,Marketing Manager,9,130000,gbp
5571,27,Male,Bachelors,Software Engineer,3,80000,gbp
5572,36,Female,PhD,Research Scientist,12,160000,gbp
5573,25,Male,Bachelors,Product Manager,1,55000,gbp
5574,30,Female,Bachelors,Marketing Coordinator,5,85000,gbp
5575,34,Male,PhD,Research Director,11,170000,gbp
5576,28,Female,Bachelors,Marketing Analyst,3,60000,gbp
5577,32,Male,Bachelors,Product Manager,7,120000,gbp
5578,24,Female,High School,Receptionist,0,25000,gbp
5579,37,Male,Masters,Marketing Director,14,180000,gbp
5580,39,Female,Bachelors,Financial Manager,16,200000,gbp
5581,26,Male,Bachelors,Product Designer,2,50000,gbp
5582,31,Female,PhD,Data Scientist,8,140000,gbp
5583,29,Male,Bachelors,Marketing Analyst,4,70000,gbp
5584,33,Female,Masters,Marketing Manager,9,130000,gbp
5585,27,Male,Bachelors,Software Engineer,3,80000,gbp
5586,36,Female,PhD,Research Scientist,12,160000,gbp
5587,25,Male,Bachelors,Product Manager,1,55000,gbp
5588,30,Female,Bachelors,Marketing Coordinator,5,85000,gbp
5589,34,Male,PhD,Research Director,11,170000,gbp
5590,28,Female,Bachelors,Marketing Analyst,3,60000,gbp
5591,32,Male,Bachelors,Product Manager,7,120000,gbp
5592,24,Female,High School,Receptionist,0,25000,gbp
5593,37,Male,Masters,Marketing Director,14,180000,gbp
5594,39,Female,Bachelors,Financial Manager,16,200000,gbp
5595,26,Male,Bachelors,Product Designer,2,50000,gbp
5596,31,Female,PhD,Data Scientist,8,140000,gbp
5597,29,Male,Bachelors,Marketing Analyst,4,70000,gbp
5598,33,Female,Masters,Marketing Manager,9,130000,gbp
5599,27,Male,Bachelors,Software Engineer,3,80000,gbp
5600,36,Female,PhD,Research Scientist,12,160000,gbp
5601,25,Male,Bachelors,Product Manager,1,55000,gbp
5602,30,Female,Bachelors,Marketing Coordinator,5,85000,gbp
5603,34,Male,PhD,Research Director,11,170000,gbp
5604,28,Female,Bachelors,Marketing Analyst,3,60000,gbp
5605,32,Male,Bachelors,Product Manager,7,120000,gbp
5606,24,Female,High School,Receptionist,0,25000,gbp
5607,37,Male,Masters,Marketing Director,14,180000,gbp
5608,39,Female,Bachelors,Financial Manager,16,200000,gbp
5609,26,Male,Bachelors,Product Designer,2,50000,gbp
5610,31,Female,PhD,Data Scientist,8,140000,gbp
5611,29,Male,Bachelors,Marketing Analyst,4,70000,gbp
5612,33,Female,Masters,Marketing Manager,9,130000,gbp
5613,27,Male,Bachelors,Software Engineer,3,80000,gbp
5614,36,Female,PhD,Research Scientist,12,160000,gbp
5615,25,Male,Bachelors,Product Manager,1,55000,gbp
5616,30,Female,Bachelors,Marketing Coordinator,5,85000,gbp
5617,34,Male,PhD,Research Director,11,170000,gbp
5618,28,Female,Bachelors,Marketing Analyst,3,60000,gbp
5619,32,Male,Bachelors,Product Manager,7,120000,gbp
5620,24,Female,High School,Receptionist,0,25000,gbp
5621,37,Male,Masters,Marketing Director,14,180000,gbp
5622,28,Female,Bachelors,Marketing Coordinator,3,60000,gbp
5623,33,Male,Masters,Software Engineer,9,120000,gbp
5624,26,Female,Bachelors,Graphic Designer,1,45000,gbp
5625,29,Male,Bachelors,Product Manager,5,80000,gbp
5626,35,Female,PhD,Research Scientist,11,150000,gbp
5627,27,Male,Bachelors,Software Engineer,2,65000,gbp
5628,31,Female,Bachelors,Marketing Manager,7,100000,gbp
5629,28,Male,Masters,Financial Analyst,4,90000,gbp
5630,24,Female,Bachelors,Marketing Analyst,0,40000,gbp
5631,30,Male,Bachelors,Project Manager,6,110000,gbp
5632,34,Female,PhD,Research Director,12,170000,gbp
5633,27,Male,Bachelors,Software Engineer,3,75000,gbp
5634,33,Female,Masters,Marketing Manager,8,120000,gbp
5635,29,Male,Bachelors,Marketing Analyst,4,70000,gbp
5636,25,Female,High School,Customer Service Representative,1,30000,gbp
5637,36,Male,PhD,Research Scientist,13,180000,gbp
5638,39,Female,Bachelors,Financial Manager,15,200000,gbp
5639,26,Male,Bachelors,Product Designer,1,50000,gbp
5640,31,Female,PhD,Data Scientist,8,140000,gbp
5641,28,Male,Bachelors,Marketing Analyst,3,65000,gbp
5642,32,Female,Bachelors,Product Manager,7,110000,gbp
5643,24,Male,High School,Delivery Driver,0,28000,gbp
5644,37,Male,Masters,Marketing Director,14,190000,gbp
5645,39,Female,Bachelors,Financial Manager,16,210000,gbp
5646,26,Male,Bachelors,Product Designer,2,55000,gbp
5647,31,Female,PhD,Data Scientist,8,140000,gbp
5648,29,Male,Bachelors,Marketing Analyst,4,70000,gbp
5649,33,Female,Masters,Marketing Manager,9,130000,gbp
5650,27,Male,Bachelors,Software Engineer,3,80000,gbp
5651,36,Female,PhD,Research Scientist,12,170000,gbp
5652,25,Male,Bachelors,Product Manager,1,60000,gbp
5653,30,Female,Bachelors,Marketing Coordinator,5,90000,gbp
5654,34,Male,PhD,Research Director,11,160000,gbp
5655,28,Female,Bachelors,Marketing Analyst,3,60000,gbp
5656,32,Male,Bachelors,Product Manager,7,120000,gbp
5657,24,Female,High School,Receptionist,0,25000,gbp
5658,37,Male,Masters,Marketing Director,14,190000,gbp
5659,39,Female,Bachelors,Financial Manager,16,200000,gbp
5660,26,Male,Bachelors,Product Designer,2,55000,gbp
5661,31,Female,PhD,Data Scientist,8,140000,gbp
5662,29,Male,Bachelors,Marketing Analyst,4,70000,gbp
5663,33,Female,Masters,Marketing Manager,9,130000,gbp
5664,27,Male,Bachelors,Software Engineer,3,80000,gbp
5665,36,Female,PhD,Research Scientist,12,170000,gbp
5666,25,Male,Bachelors,Product Manager,1,60000,gbp
5667,30,Female,Bachelors,Marketing Coordinator,5,90000,gbp
5668,34,Male,PhD,Research Director,11,160000,gbp
5669,28,Female,Bachelors,Marketing Analyst,3,60000,gbp
5670,32,Male,Bachelors,Product Manager,7,120000,gbp
5671,24,Female,High School,Receptionist,0,25000,gbp
